property_id,property_type,location,city,country,price,size_sqft,bedrooms,status,listing_date
PROP000656,House,New York,Toronto,USA,1195018.08,4635,4,Sold,2021-08-27
PROP000657,Office,Lagos,New York,Canada,529665.72,705,1,Sold,2018-01-06
PROP000658,Office,Toronto,New York,USA,811503.72,4778,5,Rented,2019-03-23
PROP000659,Villa,Berlin,Dubai,UAE,490021.54,4555,2,Sold,2022-03-31
PROP000660,Apartment,Toronto,Sydney,Singapore,1649822.19,3522,5,Available,2021-04-09
PROP000661,Apartment,Dubai,Singapore,Nigeria,475304.22,4745,1,Rented,2019-06-04
PROP000662,Villa,Sydney,Sydney,USA,160377.81,9171,2,Available,2021-02-13
PROP000663,Retail,London,New York,Australia,590716.38,9081,2,Available,2024-11-10
PROP000664,Retail,New York,Sydney,Canada,551093.73,7145,5,Sold,2019-08-22
PROP000665,Retail,New York,London,Germany,523517.65,4937,3,Available,2024-08-30
PROP000666,Apartment,Singapore,Lagos,Canada,883018.74,7045,2,Rented,2019-02-26
PROP000667,Office,London,Sydney,Australia,620495.41,4829,5,Rented,2019-11-19
PROP000668,House,Toronto,Lagos,UAE,1584033.65,5871,2,Available,2019-01-19
PROP000669,Office,Toronto,New York,UAE,65437.72,9880,1,Available,2020-04-09
PROP000670,Retail,Lagos,New York,Germany,635717.35,2753,3,Rented,2018-09-16
PROP000671,Office,London,Sydney,Australia,1559782.01,9570,5,Available,2019-02-16
PROP000672,Office,Dubai,New York,Singapore,269094.0,5243,5,Available,2019-06-14
PROP000673,House,Lagos,Sydney,UK,1738018.43,5698,3,Sold,2018-09-12
PROP000674,Retail,Lagos,New York,Australia,565072.19,4942,1,Sold,2020-07-14
PROP000675,Villa,New York,Toronto,Nigeria,859036.45,5893,4,Available,2024-05-10
PROP000676,Retail,Sydney,Singapore,Singapore,370233.52,1761,2,Sold,2023-01-07
PROP000677,Apartment,London,Berlin,Nigeria,1229112.95,6144,1,Available,2020-04-03
PROP000678,Office,New York,Toronto,UAE,1689423.98,3730,5,Available,2020-06-28
PROP000679,Retail,Berlin,Toronto,Canada,1088100.46,676,3,Sold,2023-01-21
PROP000680,Villa,Sydney,New York,USA,1419244.33,5232,1,Sold,2021-03-11
PROP000681,Villa,London,New York,Australia,692629.73,9124,4,Rented,2022-09-16
PROP000682,Villa,London,New York,Singapore,355170.5,3798,4,Available,2019-05-24
PROP000683,Retail,Berlin,Sydney,Singapore,962085.45,2768,5,Sold,2018-10-11
PROP000684,House,New York,Sydney,UAE,1928273.09,5267,2,Rented,2021-07-15
PROP000685,Apartment,London,Sydney,Germany,1453315.62,8433,3,Rented,2023-09-21
PROP000686,Office,Dubai,Lagos,Germany,801483.35,8490,5,Rented,2020-04-12
PROP000687,Retail,Singapore,Sydney,Singapore,1159188.15,5392,3,Rented,2024-01-16
PROP000688,Retail,Lagos,London,Singapore,453396.71,5853,1,Sold,2020-06-16
PROP000689,Apartment,London,Sydney,USA,1729792.86,9495,3,Available,2018-07-27
PROP000690,Retail,London,Berlin,UK,915649.22,938,1,Available,2021-08-30
PROP000691,Retail,Singapore,Berlin,UAE,94901.03,2917,4,Available,2024-06-18
PROP000692,Office,Toronto,Sydney,UAE,891043.55,9800,2,Rented,2023-05-22
PROP000693,Apartment,Singapore,London,USA,481519.26,3893,5,Rented,2018-06-10
PROP000694,Apartment,Dubai,Dubai,Australia,1422746.25,2944,3,Available,2022-02-13
PROP000695,Office,Dubai,Berlin,UK,536005.99,8805,5,Rented,2022-11-16
PROP000696,House,Singapore,New York,Australia,569247.18,3952,2,Sold,2018-08-25
PROP000697,Retail,Dubai,Berlin,Canada,1512423.96,2456,3,Available,2023-02-24
PROP000698,Office,Berlin,Sydney,USA,685034.99,3866,1,Available,2023-08-29
PROP000699,Office,Singapore,Dubai,Canada,1996452.67,7959,2,Sold,2019-11-30
PROP000700,House,Berlin,Singapore,UK,436824.63,4307,5,Sold,2022-07-27
PROP000701,Villa,Sydney,New York,Germany,1298652.69,2046,3,Available,2019-06-05
PROP000702,Apartment,Sydney,Sydney,Australia,1281282.75,2944,2,Rented,2019-02-20
PROP000703,Apartment,Berlin,Singapore,UK,207007.91,2933,3,Sold,2022-11-15
PROP000704,Apartment,Singapore,Berlin,Australia,681108.55,5317,4,Available,2021-05-03
PROP000705,Villa,Toronto,New York,Singapore,1699628.93,556,4,Available,2020-01-30
PROP000706,House,Sydney,New York,UK,687494.89,1088,1,Rented,2020-07-11
PROP000707,Apartment,New York,Sydney,Australia,911858.15,6461,1,Sold,2019-10-03
PROP000708,Office,Toronto,Singapore,Nigeria,1469560.74,4812,1,Available,2019-05-09
PROP000709,House,London,New York,Nigeria,107654.46,7599,5,Available,2022-01-29
PROP000710,House,Toronto,Sydney,Canada,765517.61,1268,5,Rented,2024-10-22
PROP000711,Apartment,Berlin,London,Australia,1924334.24,6360,3,Rented,2020-04-21
PROP000712,Office,Dubai,Singapore,Singapore,1611262.57,3809,2,Rented,2018-05-04
PROP000713,House,Singapore,London,Singapore,182478.33,2311,5,Available,2018-11-16
PROP000714,Apartment,Sydney,Singapore,Australia,315980.77,4823,2,Rented,2019-12-13
PROP000715,Retail,Lagos,Dubai,Nigeria,640293.22,1473,1,Rented,2022-05-13
PROP000716,Apartment,London,New York,USA,1756171.78,2753,5,Available,2019-03-08
PROP000717,Villa,Berlin,Berlin,Australia,469214.57,6882,4,Available,2019-11-15
PROP000718,Retail,Berlin,New York,Australia,268491.53,6690,1,Sold,2023-04-18
PROP000719,Retail,Dubai,London,Germany,1538033.16,5911,2,Sold,2021-05-25
PROP000720,Retail,Toronto,Lagos,Singapore,1881402.52,8621,5,Sold,2023-12-30
PROP000721,Villa,Berlin,Berlin,Nigeria,1682306.03,6091,4,Sold,2019-08-09
PROP000722,Retail,Toronto,Dubai,USA,1337747.24,5670,2,Sold,2018-10-25
PROP000723,House,Toronto,Berlin,UAE,182867.36,2112,3,Rented,2020-04-13
PROP000724,Retail,Dubai,Berlin,USA,592518.96,1820,1,Rented,2021-01-13
PROP000725,Villa,New York,Berlin,UK,743154.37,402,1,Sold,2021-10-24
PROP000726,Retail,Singapore,Berlin,UK,755907.0,1740,1,Sold,2023-10-03
PROP000727,House,Dubai,Singapore,Singapore,543836.62,8132,1,Rented,2022-11-20
PROP000728,Retail,London,New York,Canada,1843682.11,5306,5,Rented,2024-08-20
PROP000729,Apartment,Toronto,Singapore,Nigeria,393309.81,3176,5,Sold,2021-04-25
PROP000730,Retail,Dubai,Dubai,UK,1239193.26,7053,4,Available,2021-04-24
PROP000731,Office,Berlin,Lagos,Singapore,1497212.97,6777,3,Sold,2018-10-17
PROP000732,Retail,New York,Toronto,UK,1461159.37,1553,2,Sold,2022-10-31
PROP000733,Retail,Singapore,Sydney,Nigeria,452755.02,9707,5,Rented,2024-01-07
PROP000734,Villa,Sydney,New York,UK,1365007.72,7831,2,Rented,2020-10-14
PROP000735,House,Sydney,London,Singapore,1386681.88,2936,1,Sold,2022-08-03
PROP000736,Villa,Berlin,Toronto,USA,1395356.6,1605,5,Available,2020-09-08
PROP000737,Apartment,Sydney,Lagos,UAE,314520.85,5755,1,Sold,2020-11-06
PROP000738,Villa,Berlin,Lagos,USA,957166.42,1269,2,Sold,2024-01-05
PROP000739,House,Berlin,Berlin,Singapore,774646.5,9526,3,Available,2019-09-06
PROP000740,Apartment,Lagos,Toronto,UK,235136.77,7812,5,Rented,2021-12-15
PROP000741,Retail,Sydney,London,UK,262522.68,8973,1,Sold,2023-10-29
PROP000742,Apartment,Berlin,Berlin,USA,1698051.62,4012,4,Rented,2023-10-06
PROP000743,House,Singapore,Sydney,UK,1340142.59,4478,5,Available,2023-09-10
PROP000744,Apartment,Toronto,Berlin,UAE,207664.81,9871,3,Available,2023-09-04
PROP000745,Retail,Singapore,New York,Canada,840980.76,3032,5,Available,2019-12-21
PROP000746,Retail,Toronto,Singapore,USA,884172.72,1921,4,Available,2022-10-28
PROP000747,Office,Sydney,Berlin,Germany,1044342.05,4312,2,Sold,2019-09-01
PROP000748,Office,London,London,Australia,1162721.07,5305,5,Rented,2020-09-29
PROP000749,Villa,New York,Dubai,Australia,346400.65,8819,5,Sold,2022-02-21
PROP000750,Apartment,Lagos,Sydney,Canada,750148.5,1773,5,Rented,2024-03-25
PROP000751,Office,Lagos,Lagos,Singapore,1017841.28,2804,2,Rented,2019-10-15
PROP000752,Apartment,Lagos,Lagos,UK,1565804.38,6201,1,Sold,2020-07-22
PROP000753,Apartment,London,London,Germany,654195.84,410,4,Sold,2024-04-26
PROP000754,House,London,Toronto,Germany,920820.34,1250,3,Rented,2019-05-29
PROP000755,Apartment,New York,London,UAE,741571.23,8275,2,Rented,2019-01-07
PROP000756,House,Sydney,Toronto,Nigeria,619312.78,3180,5,Available,2019-04-20
PROP000757,House,New York,Singapore,UK,1134755.39,8287,3,Rented,2018-09-04
PROP000758,House,Lagos,Singapore,Australia,883494.11,3101,4,Rented,2018-02-20
PROP000759,Villa,Dubai,London,UAE,1669854.59,5085,2,Rented,2023-12-15
PROP000760,Apartment,Sydney,Singapore,UK,1706753.11,3763,2,Rented,2023-08-03
PROP000761,Office,Berlin,Toronto,USA,596292.01,8670,2,Sold,2018-09-15
PROP000762,House,Sydney,Singapore,UAE,1431556.41,4866,1,Available,2022-05-19
PROP000763,Retail,Berlin,Sydney,Australia,1641944.04,4001,5,Rented,2022-04-12
PROP000764,Apartment,London,Sydney,Canada,1347675.35,754,5,Available,2023-05-11
PROP000765,Villa,Lagos,Toronto,Canada,913552.76,4939,1,Sold,2022-10-09
PROP000766,Retail,London,Berlin,Australia,982688.18,5929,3,Rented,2023-09-15
PROP000767,Retail,Berlin,New York,USA,158330.0,1164,1,Sold,2020-04-07
PROP000768,Office,Dubai,Berlin,Nigeria,964000.12,451,3,Rented,2019-09-19
PROP000769,Retail,Berlin,Sydney,Australia,116820.57,9566,3,Available,2023-02-16
PROP000770,Office,Toronto,Singapore,USA,1810909.73,5759,2,Sold,2023-04-03
PROP000771,House,Lagos,New York,Germany,848209.26,2448,3,Rented,2024-03-11
PROP000772,Villa,Berlin,Sydney,Germany,276168.23,6178,4,Rented,2023-12-19
PROP000773,House,Lagos,London,USA,385652.92,407,3,Sold,2018-12-21
PROP000774,Office,Toronto,Sydney,Nigeria,198009.68,6709,5,Rented,2019-10-12
PROP000775,Apartment,Dubai,Berlin,Nigeria,1748358.51,1157,3,Rented,2023-04-08
PROP000776,Villa,Singapore,Berlin,Australia,1709615.51,2915,3,Available,2019-04-20
PROP000777,Apartment,Sydney,Dubai,USA,785862.72,1630,1,Available,2018-03-30
PROP000778,Apartment,Toronto,Sydney,Singapore,719109.99,6629,4,Available,2024-09-21
PROP000779,Office,New York,Lagos,Nigeria,537030.61,1145,4,Rented,2024-02-14
PROP000780,House,Berlin,Berlin,Germany,683756.39,2566,2,Available,2020-09-21
PROP000781,Retail,London,New York,Singapore,1565865.84,4633,5,Rented,2024-05-20
PROP000782,Apartment,Toronto,London,UK,737504.57,7974,2,Available,2018-05-21
PROP000783,Office,Berlin,Singapore,Nigeria,596160.82,5275,1,Sold,2019-10-29
PROP000784,Office,Lagos,Lagos,Canada,834690.48,7897,3,Available,2019-11-25
PROP000785,Apartment,Lagos,Sydney,Nigeria,55419.72,8182,3,Sold,2020-01-05
PROP000786,Apartment,Lagos,Lagos,UK,347635.87,1041,4,Sold,2020-09-09
PROP000787,House,Singapore,Singapore,USA,612094.54,8387,3,Rented,2021-12-27
PROP000788,Office,Singapore,London,USA,1607070.52,9124,3,Available,2023-09-13
PROP000789,Retail,Dubai,Toronto,Nigeria,1913735.2,6245,3,Sold,2021-06-18
PROP000790,Retail,Lagos,Lagos,UK,435656.44,8753,2,Available,2020-06-11
PROP000791,Villa,Toronto,Singapore,Australia,676220.32,559,3,Sold,2022-04-04
PROP000792,Retail,Sydney,Singapore,UAE,588514.3,969,4,Available,2018-05-28
PROP000793,House,London,Toronto,Canada,613544.05,3903,4,Rented,2022-07-12
PROP000794,Apartment,Berlin,Lagos,Singapore,1515654.05,1427,4,Available,2018-07-21
PROP000795,Retail,Sydney,Singapore,Germany,1361677.59,8923,4,Sold,2022-09-24
PROP000796,Apartment,London,Dubai,Singapore,1831466.49,8520,5,Rented,2020-07-23
PROP000797,House,New York,Lagos,Singapore,1244687.14,2846,5,Sold,2019-04-15
PROP000798,Office,Sydney,Sydney,USA,206372.48,4402,3,Available,2024-02-22
PROP000799,Apartment,Lagos,Singapore,Canada,1900595.27,7845,5,Sold,2024-09-30
PROP000800,Office,Singapore,Toronto,USA,1839468.69,2891,3,Available,2021-02-12
PROP000801,Apartment,New York,New York,Germany,949341.13,3072,5,Sold,2023-10-03
PROP000802,Retail,Dubai,Berlin,Germany,441262.6,9114,5,Rented,2024-06-14
PROP000803,Office,London,London,Australia,135173.37,2262,4,Rented,2021-02-02
PROP000804,Office,Sydney,Singapore,Australia,202265.98,6732,1,Sold,2023-05-16
PROP000805,Retail,Sydney,London,Australia,851062.34,3245,1,Available,2021-11-04
PROP000806,Retail,Berlin,Toronto,Canada,1088287.96,7894,3,Sold,2022-08-22
PROP000807,Retail,Berlin,Singapore,Australia,1842420.6,8671,4,Rented,2021-10-11
PROP000808,Retail,Sydney,Berlin,Nigeria,660604.56,3086,5,Rented,2021-12-12
PROP000809,Villa,Sydney,Sydney,Canada,1485610.17,3185,3,Sold,2024-03-05
PROP000810,Apartment,Dubai,Toronto,Singapore,434615.95,8933,4,Available,2019-06-09
PROP000811,Office,Lagos,Toronto,Singapore,1702232.71,3460,2,Rented,2021-11-12
PROP000812,House,Lagos,Berlin,Canada,955555.69,1427,2,Available,2019-03-04
PROP000813,Office,Singapore,London,Nigeria,978678.48,3945,3,Rented,2019-02-07
PROP000814,Apartment,Singapore,Lagos,Canada,514630.61,5277,3,Available,2020-01-10
PROP000815,House,Sydney,Singapore,Singapore,62925.85,8325,2,Rented,2018-02-23
PROP000816,Office,London,Singapore,Germany,266888.15,2927,1,Sold,2022-04-05
PROP000817,Villa,Toronto,Berlin,UAE,642127.1,4979,3,Rented,2022-09-20
PROP000818,Office,London,Dubai,Nigeria,1191254.08,5352,2,Sold,2018-05-26
PROP000819,Villa,Singapore,Berlin,Nigeria,159668.54,3902,4,Available,2020-01-22
PROP000820,Villa,Singapore,London,Nigeria,309530.67,4714,4,Sold,2019-07-18
PROP000821,Retail,New York,Singapore,Germany,1606963.34,2403,1,Rented,2019-09-22
PROP000822,Apartment,New York,Lagos,Australia,104459.73,7739,1,Sold,2019-12-20
PROP000823,Office,Sydney,Sydney,UAE,349696.0,3886,5,Sold,2018-05-01
PROP000824,Apartment,London,New York,Nigeria,1253319.03,1569,1,Sold,2023-10-22
PROP000825,Office,Sydney,Toronto,Canada,1528101.55,4197,3,Rented,2018-09-08
PROP000826,Villa,London,Sydney,UK,716815.47,6411,4,Available,2024-05-25
PROP000827,Office,Sydney,Singapore,Singapore,1076851.84,6303,1,Rented,2022-03-27
PROP000828,Office,London,Lagos,Canada,556328.3,3730,4,Rented,2023-01-05
PROP000829,House,Dubai,Singapore,Nigeria,1112901.8,5110,1,Available,2020-12-22
PROP000830,House,Singapore,London,Singapore,833491.56,6626,2,Sold,2022-01-13
PROP000831,Retail,Dubai,New York,Germany,205589.01,2808,4,Rented,2021-12-09
PROP000832,Apartment,Berlin,London,UK,277104.75,4801,2,Sold,2021-08-08
PROP000833,Apartment,Dubai,New York,Canada,188726.58,2997,1,Sold,2018-09-08
PROP000834,Office,Sydney,Singapore,Canada,1051645.62,887,5,Rented,2018-06-07
PROP000835,House,London,Toronto,Germany,1334398.25,419,3,Sold,2018-04-21
PROP000836,Retail,New York,Singapore,USA,61690.63,442,2,Rented,2024-12-23
PROP000837,Retail,Dubai,Berlin,Nigeria,78149.39,2000,2,Rented,2022-08-08
PROP000838,House,New York,London,Singapore,1558579.14,5731,4,Rented,2022-11-24
PROP000839,House,New York,Lagos,Singapore,1930297.55,7691,3,Available,2018-11-28
PROP000840,Retail,New York,Berlin,Singapore,1534997.05,367,3,Rented,2024-02-21
PROP000841,Retail,Singapore,Singapore,Germany,578541.53,328,4,Sold,2022-02-26
PROP000842,House,Berlin,Singapore,USA,1695129.79,2193,4,Rented,2021-02-27
PROP000843,Apartment,Sydney,Toronto,USA,904131.31,9198,3,Sold,2019-02-20
PROP000844,House,Dubai,Toronto,Canada,275567.18,349,5,Sold,2018-12-04
PROP000845,House,Lagos,London,UAE,1449158.78,3654,3,Rented,2021-12-09
PROP000846,Office,Sydney,Berlin,USA,1903954.63,2524,1,Available,2023-10-19
PROP000847,Retail,Toronto,Dubai,USA,312106.31,3304,5,Rented,2020-10-20
PROP000848,Retail,Singapore,Dubai,Germany,1438966.63,5250,5,Available,2023-04-24
PROP000849,Apartment,London,Lagos,USA,1999019.23,1758,3,Rented,2021-06-07
PROP000850,Villa,Berlin,Lagos,UK,1959426.89,5918,1,Sold,2019-01-27
PROP000851,Retail,Dubai,Lagos,UAE,1766356.8,436,2,Rented,2022-07-04
PROP000852,Apartment,Dubai,Singapore,UAE,490941.52,303,1,Sold,2021-12-23
PROP000853,Office,Berlin,Singapore,Germany,436867.97,7949,5,Sold,2020-11-30
PROP000854,Office,London,Lagos,Canada,633590.1,2222,3,Available,2020-11-15
PROP000855,Office,London,Singapore,Germany,1845098.02,6807,3,Rented,2023-06-23
PROP000856,Apartment,Toronto,Berlin,UK,1286240.88,5246,3,Rented,2022-05-07
PROP000857,Villa,Singapore,Dubai,Germany,1928060.61,9403,4,Available,2022-07-25
PROP000858,Office,New York,New York,USA,1925065.61,2334,2,Sold,2024-10-29
PROP000859,Retail,London,Toronto,Nigeria,502179.66,2057,1,Available,2021-12-14
PROP000860,Retail,Toronto,Berlin,USA,704810.28,2632,5,Rented,2021-11-24
PROP000861,Office,Dubai,Singapore,USA,60150.93,2671,5,Available,2020-12-12
PROP000862,Apartment,Singapore,Singapore,Australia,708337.49,6629,1,Sold,2019-05-04
PROP000863,House,Sydney,Dubai,Australia,114122.64,4754,5,Sold,2021-08-30
PROP000864,Office,New York,London,UAE,962646.04,3621,4,Rented,2023-07-19
PROP000865,Retail,London,London,Nigeria,242368.95,6414,5,Available,2024-12-11
PROP000866,House,Lagos,London,UK,150671.55,7418,1,Available,2019-02-13
PROP000867,Retail,Sydney,Lagos,UAE,292739.78,4527,5,Rented,2019-04-09
PROP000868,Villa,Sydney,New York,Australia,1281843.19,6632,3,Sold,2023-01-02
PROP000869,Apartment,London,Singapore,Germany,1658168.73,9651,4,Available,2024-08-27
PROP000870,Retail,Lagos,Berlin,UK,1461878.42,2938,4,Sold,2019-09-14
PROP000871,Villa,Sydney,Berlin,Nigeria,1171394.15,4830,3,Available,2022-07-12
PROP000872,Villa,New York,Toronto,Nigeria,1220816.94,1678,2,Available,2018-04-09
PROP000873,Retail,Lagos,New York,Singapore,324055.6,3952,3,Available,2018-09-05
PROP000874,Office,Lagos,Toronto,UK,146896.47,8232,4,Available,2019-06-22
PROP000875,Office,Singapore,Toronto,UK,1325539.3,6298,1,Rented,2022-01-04
PROP000876,Office,Toronto,New York,Canada,793425.23,2905,4,Rented,2018-08-09
PROP000877,House,Berlin,Sydney,Singapore,661242.15,7368,3,Available,2021-02-21
PROP000878,Office,New York,Lagos,UAE,233252.97,8914,4,Rented,2019-01-24
PROP000879,Villa,Sydney,Toronto,Germany,761400.47,6131,3,Available,2023-05-22
PROP000880,Villa,Toronto,London,Germany,1248327.92,5293,5,Rented,2024-09-30
PROP000881,House,Toronto,Dubai,UK,527224.28,771,3,Available,2018-05-04
PROP000882,House,Dubai,Berlin,Nigeria,380220.01,3145,3,Available,2024-12-17
PROP000883,Apartment,New York,Dubai,Singapore,559825.46,3212,5,Rented,2018-08-02
PROP000884,Retail,London,Lagos,Canada,981097.13,9798,5,Sold,2020-12-11
PROP000885,Villa,Lagos,Sydney,UAE,1634105.62,5181,5,Available,2020-02-14
PROP000886,Office,Toronto,London,Australia,1284243.78,3655,2,Available,2019-08-18
PROP000887,House,London,Berlin,Germany,1000774.47,1461,2,Sold,2021-07-10
PROP000888,Retail,Lagos,Dubai,Nigeria,383424.2,7667,1,Sold,2019-09-10
PROP000889,Retail,Sydney,Singapore,USA,1866882.61,4026,4,Rented,2019-06-14
PROP000890,Apartment,Lagos,Dubai,Australia,1085688.22,8793,4,Rented,2022-03-15
PROP000891,Villa,Sydney,Dubai,UK,1864734.62,5444,3,Available,2018-04-21
PROP000892,Apartment,Sydney,Toronto,USA,898779.57,9318,5,Available,2019-04-30
PROP000893,Office,Singapore,London,Singapore,550102.15,5095,1,Available,2019-09-02
PROP000894,Office,Singapore,Toronto,Singapore,1451311.98,5919,2,Available,2020-09-27
PROP000895,Villa,Berlin,Dubai,Australia,1117983.94,6969,2,Available,2019-12-09
PROP000896,Retail,New York,Sydney,UAE,777950.53,3939,2,Sold,2023-11-27
PROP000897,Office,Lagos,Singapore,Canada,92067.95,5135,5,Rented,2022-01-14
PROP000898,Office,Lagos,Sydney,Nigeria,1479770.63,1266,4,Available,2019-11-28
PROP000899,Retail,Sydney,Singapore,Australia,1771024.29,1556,3,Available,2018-01-23
PROP000900,Retail,Sydney,Lagos,Australia,156235.16,4088,3,Sold,2022-01-07
PROP000901,House,Singapore,Sydney,Australia,1269024.22,934,1,Sold,2023-12-21
PROP000902,Retail,Toronto,Toronto,Australia,1545560.79,7080,4,Available,2018-12-31
PROP000903,Villa,New York,Toronto,Canada,1524547.29,9682,4,Available,2021-10-22
PROP000904,House,Singapore,Lagos,Singapore,1687999.39,4398,3,Sold,2022-09-02
PROP000905,Villa,Sydney,Singapore,Singapore,1726846.55,7055,5,Sold,2024-06-30
PROP000906,Villa,Dubai,London,USA,840264.48,7944,2,Sold,2020-01-23
PROP000907,House,Berlin,New York,Singapore,1204984.35,788,5,Sold,2021-03-19
PROP000908,Apartment,London,Lagos,Nigeria,1193335.95,8386,1,Sold,2020-05-04
PROP000909,Retail,Dubai,Toronto,UAE,648942.1,1449,4,Rented,2023-12-03
PROP000910,House,Singapore,Lagos,Canada,1534955.01,6290,2,Rented,2022-12-21
PROP000911,Office,London,London,Nigeria,759254.89,8451,3,Sold,2019-12-20
PROP000912,Retail,Singapore,Berlin,UAE,929212.99,2489,1,Available,2021-09-24
PROP000913,House,Sydney,Lagos,Nigeria,990242.47,9830,5,Rented,2018-09-05
PROP000914,Apartment,Lagos,Berlin,USA,399575.06,7111,1,Rented,2021-06-15
PROP000915,House,Singapore,Toronto,Nigeria,803581.17,8282,2,Available,2022-07-20
PROP000916,House,Berlin,Lagos,Singapore,940810.6,1975,1,Rented,2020-10-22
PROP000917,Apartment,Singapore,Dubai,Canada,1394371.63,2224,2,Available,2021-05-15
PROP000918,Office,Sydney,Berlin,UAE,1604120.12,4943,5,Available,2018-08-02
PROP000919,Apartment,Berlin,Dubai,Canada,1038650.18,3046,5,Available,2018-04-12
PROP000920,Villa,Sydney,New York,Canada,1784701.26,5109,1,Available,2022-11-08
PROP000921,Retail,Toronto,Dubai,Canada,1387007.85,1948,3,Available,2018-08-23
PROP000922,Office,Sydney,Toronto,UAE,1326366.29,8023,2,Sold,2022-10-03
PROP000923,Office,Lagos,Berlin,Nigeria,491499.19,5575,2,Available,2018-01-23
PROP000924,Retail,London,Lagos,Nigeria,876700.97,4956,1,Sold,2023-03-25
PROP000925,Apartment,Sydney,London,Nigeria,1928568.18,707,4,Rented,2018-03-26
PROP000926,Retail,Toronto,London,UAE,1667469.58,7027,1,Sold,2019-09-09
PROP000927,Villa,Singapore,New York,Singapore,535740.58,4908,3,Sold,2023-11-03
PROP000928,House,Berlin,London,Singapore,752250.03,6963,4,Available,2018-07-22
PROP000929,House,New York,Singapore,UAE,455731.18,2083,3,Available,2023-12-06
PROP000930,Villa,Toronto,New York,Germany,468491.1,458,3,Sold,2022-07-26
PROP000931,Villa,Singapore,Toronto,UK,265309.51,7297,1,Sold,2018-07-20
PROP000932,Apartment,Singapore,Sydney,UAE,975105.96,9374,3,Sold,2021-06-22
PROP000933,House,Lagos,Dubai,Singapore,1811176.33,9105,1,Available,2019-02-28
PROP000934,Retail,Lagos,Singapore,Canada,222845.64,4302,4,Rented,2024-07-22
PROP000935,Office,Sydney,Dubai,Germany,423507.93,547,2,Available,2019-07-31
PROP000936,Villa,Sydney,Lagos,USA,1657453.89,825,3,Available,2022-02-21
PROP000937,House,Toronto,New York,Canada,1294995.15,3057,2,Available,2018-05-25
PROP000938,Villa,Berlin,New York,UAE,482590.41,3832,1,Available,2018-05-31
PROP000939,Retail,London,New York,Nigeria,575967.69,9875,4,Sold,2024-10-17
PROP000940,Villa,Berlin,Dubai,Nigeria,1343371.49,8896,4,Rented,2021-07-13
PROP000941,Office,Singapore,Sydney,Nigeria,1924305.96,8475,2,Rented,2022-06-23
PROP000942,Apartment,Lagos,New York,UK,1143225.98,3884,3,Rented,2018-07-30
PROP000943,House,Lagos,Sydney,USA,1190727.01,2341,3,Available,2020-07-23
PROP000944,Retail,New York,Toronto,USA,1738791.24,3138,4,Available,2020-08-09
PROP000945,Retail,Singapore,Singapore,Germany,419050.85,6998,2,Sold,2023-12-29
PROP000946,Apartment,Lagos,Singapore,Singapore,847896.84,906,5,Sold,2021-12-25
PROP000947,Apartment,Berlin,London,Canada,841994.49,4703,5,Rented,2019-05-25
PROP000948,Retail,Toronto,Sydney,Singapore,1560414.44,7180,3,Available,2020-11-15
PROP000949,Villa,London,Dubai,Australia,1666242.68,9105,3,Available,2023-06-16
PROP000950,Apartment,London,New York,UAE,1853535.07,7448,2,Available,2022-07-17
PROP000951,House,Berlin,New York,USA,1940792.26,2127,4,Sold,2020-02-24
PROP000952,Office,New York,London,USA,1172262.37,9786,3,Available,2023-08-10
PROP000953,Villa,Berlin,New York,Canada,1032960.9,7681,3,Sold,2022-01-26
PROP000954,Apartment,Dubai,Singapore,Germany,1188147.14,4594,1,Sold,2020-02-20
PROP000955,Apartment,Sydney,Berlin,Nigeria,1657613.04,2974,5,Sold,2022-05-02
PROP000956,Office,Toronto,London,Nigeria,614640.45,474,4,Sold,2022-07-31
PROP000957,Apartment,Dubai,New York,UAE,325427.85,4516,3,Available,2020-04-23
PROP000958,Office,Singapore,Dubai,Australia,1767550.37,7888,4,Sold,2019-03-04
PROP000959,Retail,Lagos,Lagos,UAE,1658716.6,1760,2,Rented,2020-06-11
PROP000960,House,Singapore,Dubai,UK,211021.48,493,5,Sold,2019-02-18
PROP000961,Villa,Singapore,Dubai,Canada,1016971.51,7792,1,Sold,2024-06-17
PROP000962,Villa,New York,Dubai,Australia,1363144.49,1167,4,Sold,2021-12-28
PROP000963,House,Dubai,Lagos,Nigeria,678688.29,6474,4,Rented,2023-07-08
PROP000964,Retail,Sydney,London,USA,530130.78,998,1,Rented,2022-09-05
PROP000965,House,Singapore,Singapore,USA,1040827.41,1868,3,Available,2020-01-05
PROP000966,Villa,New York,Lagos,Singapore,615220.48,7644,2,Rented,2021-12-03
PROP000967,Apartment,Sydney,Berlin,Germany,476610.86,8988,2,Rented,2018-01-04
PROP000968,Office,Dubai,Sydney,Singapore,134845.74,8936,4,Sold,2023-05-15
PROP000969,Villa,London,London,USA,1353688.58,5565,5,Rented,2020-05-26
PROP000970,Apartment,Dubai,Sydney,Germany,1289742.67,9775,4,Sold,2018-02-16
PROP000971,Retail,Sydney,Sydney,Australia,269610.23,4470,1,Sold,2018-08-02
PROP000972,House,Sydney,Lagos,Canada,1065235.23,5417,3,Sold,2018-01-14
PROP000973,Retail,New York,Sydney,UK,948350.74,4341,1,Rented,2018-02-08
PROP000974,House,Toronto,Sydney,Australia,1446413.71,4973,3,Sold,2020-07-28
PROP000975,Retail,Toronto,Sydney,Singapore,1423196.34,7408,3,Sold,2019-11-09
